num_newton_steps, optimal_magic_constant, optimal_RMSRE
1, 1601966080, 0.389109
1, 1601970176, 0.389976
1, 1601974272, 0.390844
1, 1601978368, 0.391713
1, 1601982464, 0.392584
1, 1601986560, 0.393456
1, 1601990656, 0.394329
1, 1601994752, 0.395203
1, 1601998848, 0.396079
1, 1602002944, 0.396956
1, 1602007040, 0.397834
1, 1602011136, 0.398714
1, 1602015232, 0.399595
1, 1602019328, 0.400477
1, 1602023424, 0.401361
1, 1602027520, 0.402246
1, 1602031616, 0.403132
1, 1602035712, 0.404019
1, 1602039808, 0.404908
1, 1602043904, 0.405799
1, 1602048000, 0.406690
1, 1602052096, 0.407583
1, 1602056192, 0.408477
1, 1602060288, 0.409373
1, 1602064384, 0.410270
1, 1602068480, 0.411168
1, 1602072576, 0.412067
1, 1602076672, 0.412968
1, 1602080768, 0.413870
1, 1602084864, 0.414773
1, 1602088960, 0.415678
1, 1602093056, 0.416583
1, 1602097152, 0.417490
1, 1602101248, 0.418399
1, 1602105344, 0.419309
1, 1602109440, 0.420220
1, 1602113536, 0.421132
1, 1602117632, 0.422046
1, 1602121728, 0.422961
1, 1602125824, 0.423877
1, 1602129920, 0.424795
1, 1602134016, 0.425714
1, 1602138112, 0.426634
1, 1602142208, 0.427555
1, 1602146304, 0.428478
1, 1602150400, 0.429402
1, 1602154496, 0.430327
1, 1602158592, 0.431254
1, 1602162688, 0.432182
1, 1602166784, 0.433112
1, 1602170880, 0.434043
1, 1602174976, 0.434975
1, 1602179072, 0.435908
1, 1602183168, 0.436843
1, 1602187264, 0.437779
1, 1602191360, 0.438717
1, 1602195456, 0.439656
1, 1602199552, 0.440596
1, 1602203648, 0.441538
1, 1602207744, 0.442481
1, 1602211840, 0.443425
1, 1602215936, 0.444371
1, 1602220032, 0.445318
